zone_code,tree_cover_ratio,grassland_ratio,builtup_landcover_ratio,bare_sparse_ratio,water_ratio,dominant_landcover_class,landcover_source,landcover_warning
NSR-GRID-240,0.0009242479159115637,0.0,0.5119789778905407,0.48709677419354813,0.0,50,esa_worldcover_v200,
NSR-GRID-241,0.0,0.0,0.9072272562522649,0.09277274374773475,0.0,50,esa_worldcover_v200,
NSR-GRID-242,0.0,0.0,0.9833635375135918,0.016636462486408148,0.0,50,esa_worldcover_v200,
NSR-GRID-243,0.0,0.0,0.7350851757883299,0.2649148242116715,0.0,50,esa_worldcover_v200,
NSR-GRID-244,0.0,0.01117615077926787,0.18751902863356312,0.8013048205871691,0.0,60,esa_worldcover_v200,
NSR-GRID-245,0.0,0.004998187749184496,0.46120152229068617,0.53323486770569,0.0,60,esa_worldcover_v200,
NSR-GRID-246,0.00046212395795578186,0.021719826023921748,0.8278669807901413,0.14995106922798146,0.0,50,esa_worldcover_v200,
NSR-GRID-247,0.0,0.002395795578108014,0.7751341065603476,0.22247009786154437,0.0,50,esa_worldcover_v200,
NSR-GRID-248,0.0,0.014514316781442575,0.894333091699892,0.08237223631750647,0.0,50,esa_worldcover_v200,
NSR-GRID-249,0.013674313358302123,0.0,0.9863256866416978,0.0,0.0,50,esa_worldcover_v200,
NSR-GRID-250,0.0,0.0163158231492738,0.5857956363171035,0.39788854053362377,0.0,50,esa_worldcover_v200,
NSR-GRID-251,0.00654576083610479,0.013484342864912926,0.9568501028322736,0.0,0.0,50,esa_worldcover_v200,
NSR-GRID-252,0.007119056204124287,0.0,0.9837071638107698,0.0,0.0,50,esa_worldcover_v200,
NSR-GRID-253,0.0064685748660533735,0.0004620410618609552,0.9800815004194611,0.012987883652624814,0.0,50,esa_worldcover_v200,
NSR-GRID-254,0.0,0.0,0.9383836535308044,0.06161634646919079,0.0,50,esa_worldcover_v200,
NSR-GRID-255,0.0,0.0018481642474438209,0.8714964151049337,0.12665542064761823,0.0,50,esa_worldcover_v200,
NSR-GRID-256,0.0,0.0,0.7186369245097346,0.2813630754902612,0.0,50,esa_worldcover_v200,
NSR-GRID-257,0.0,0.0,0.39335095733096,0.6066490426690364,0.0,59,esa_worldcover_v200,
NSR-GRID-258,0.0,0.0004620410618609552,0.4339797680372668,0.5655581909008679,0.0,60,esa_worldcover_v200,
NSR-GRID-259,0.005082451680470508,0.005082451680470508,0.882043634795493,0.10779146184356174,0.0,50,esa_worldcover_v200,
NSR-GRID-260,0.0,0.0,0.952456880697373,0.047543119302625884,0.0,50,esa_worldcover_v200,
NSR-GRID-261,0.0036963284948876417,0.0,0.553771614009083,0.4425320574960264,0.0,50,esa_worldcover_v200,
NSR-GRID-262,0.0,0.0013861231855828657,0.012362769274812929,0.9862511075396039,0.0,60,esa_worldcover_v200,
NSR-GRID-263,0.0027722463711657313,0.06825343042839344,0.16180134408650823,0.7575733965816173,0.0,60,esa_worldcover_v200,
NSR-GRID-264,0.0,0.014323272917689613,0.3395693777303448,0.6461073493519616,0.0,60,esa_worldcover_v200,
NSR-GRID-265,0.0,0.0023102053093047763,0.9670356351433861,0.030654159547308383,0.0,50,esa_worldcover_v200,
NSR-GRID-266,0.0,0.004620410618609553,0.8892496634347911,0.10612992594659507,0.0,50,esa_worldcover_v200,
NSR-GRID-267,0.0,0.0,1.0,0.0,0.0,50,esa_worldcover_v200,
NSR-GRID-268,0.0,0.0,0.8983001343536424,0.10169986564635783,0.0,50,esa_worldcover_v200,
NSR-GRID-269,0.0,0.0025204701714710525,0.6587540376943729,0.3387254921341573,0.0,50,esa_worldcover_v200,
NSR-GRID-270,0.003717831192239217,0.006881632638183963,0.5116027315124467,0.4669213259535606,0.0,50,esa_worldcover_v200,
NSR-GRID-271,0.00046204106186095777,0.001848164247443831,0.8929822304443424,0.10470756424635701,0.0,50,esa_worldcover_v200,
NSR-GRID-272,0.0,0.0,0.9747508149135983,0.02524918508640175,0.0,50,esa_worldcover_v200,
NSR-GRID-273,0.0,0.00046204106186095777,0.8916794558424687,0.10785850309567542,0.0,50,esa_worldcover_v200,
NSR-GRID-274,0.0,0.0,0.9230801287916858,0.07691987120831913,0.0,50,esa_worldcover_v200,
NSR-GRID-275,0.0,0.0,0.7834658153031661,0.21653418469683802,0.0,50,esa_worldcover_v200,
NSR-GRID-276,0.0,0.0,0.3070145080893435,0.6929854919106613,0.0,59,esa_worldcover_v200,
NSR-GRID-277,0.0,0.0,0.05254403432512123,0.9474559656748831,0.0,59,esa_worldcover_v200,
NSR-GRID-278,0.0,0.00046204106186095777,0.21760140895345015,0.7782402214898045,0.0,59,esa_worldcover_v200,
NSR-GRID-279,0.0,0.001848164247443831,0.23646717968323977,0.761684656069321,0.0,59,esa_worldcover_v200,
NSR-GRID-280,0.0,0.0,0.19306068682856883,0.806939313171436,0.0,59,esa_worldcover_v200,
NSR-GRID-281,0.0,0.0,0.0022341044285276897,0.9977658955714722,0.0,60,esa_worldcover_v200,
NSR-GRID-282,0.0,0.02415478194379776,0.0304059257219166,0.9449772512724298,0.0,59,esa_worldcover_v200,
NSR-GRID-283,0.003696328494887662,0.033899318534732,0.14755960782679484,0.8126378196010545,0.0,59,esa_worldcover_v200,
NSR-GRID-284,0.0,0.020706687274302058,0.2782375036012031,0.6687980953036734,0.0,59,esa_worldcover_v200,
NSR-GRID-285,0.0,0.0,0.9139090664514403,0.08609093354856077,0.0,50,esa_worldcover_v200,
NSR-GRID-286,0.0,0.003928619390943738,0.1802955684772394,0.8157758121318167,0.0,60,esa_worldcover_v200,
NSR-GRID-287,0.0009239984128968426,0.0,0.9596031517404682,0.03947284984663432,0.0,50,esa_worldcover_v200,
NSR-GRID-288,0.0,0.0,0.9907038512616202,0.009296148738379804,0.0,50,esa_worldcover_v200,
NSR-GRID-289,0.0,0.0,0.9119049042574587,0.08809509574254132,0.0,50,esa_worldcover_v200,
NSR-GRID-290,0.0,0.0036959936515873703,0.738917907270418,0.2573860990779934,0.0,49,esa_worldcover_v200,
NSR-GRID-291,0.0,0.0,0.16141708744829664,0.8385829125517031,0.0,59,esa_worldcover_v200,
NSR-GRID-292,0.0,0.0,0.28609889681836487,0.7139011031816346,0.0,60,esa_worldcover_v200,
NSR-GRID-293,0.0,0.0,0.2956450686567052,0.704354931343295,0.0,60,esa_worldcover_v200,
NSR-GRID-294,0.0,0.0,0.13303946560280014,0.8669605343971993,0.0,59,esa_worldcover_v200,
NSR-GRID-295,0.0,0.0,0.05026732542318215,0.9497326745768178,0.0,60,esa_worldcover_v200,
NSR-GRID-296,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-297,0.0,0.0004619992064484213,0.0,0.9995380007935516,0.0,60,esa_worldcover_v200,
NSR-GRID-298,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-299,0.0,0.0,0.01501950361355848,0.9849804963864415,0.0,60,esa_worldcover_v200,
NSR-GRID-300,0.0004715036157855701,0.0,0.5937654278756613,0.4057630685085497,0.0,49,esa_worldcover_v200,
NSR-GRID-301,0.0,0.0,0.9876462938881662,0.012353706111833548,0.0,50,esa_worldcover_v200,
NSR-GRID-302,0.0,0.0005001990988569965,0.34208518292575313,0.6574146179753906,0.0,59,esa_worldcover_v200,
NSR-GRID-303,0.0,0.0035263775344397995,0.15167572077543418,0.8447979016901258,0.0,60,esa_worldcover_v200,
NSR-GRID-304,0.003696328494887669,0.0328592731641117,0.6102330317684966,0.3532113665725091,0.0,49,esa_worldcover_v200,
NSR-GRID-305,0.0,0.0009240821237219173,0.8810941857115206,0.11751969110290159,0.0,50,esa_worldcover_v200,
NSR-GRID-306,0.0,0.0,0.8328281080415114,0.16717189195849333,0.0,50,esa_worldcover_v200,
NSR-GRID-307,0.0,0.04481798300051299,0.5632733525518285,0.3919086644476638,0.0,50,esa_worldcover_v200,
NSR-GRID-308,0.0,0.017764119884254272,0.19367130580051892,0.7885645743152321,0.0,60,esa_worldcover_v200,
NSR-GRID-309,0.0,0.0,0.02628560660555658,0.9737143933944435,0.0,60,esa_worldcover_v200,
NSR-GRID-310,0.0,0.0,0.001415113997307485,0.9985848860026926,0.0,60,esa_worldcover_v200,
NSR-GRID-311,0.0,0.0,0.06412586360910268,0.9358741363909026,0.0,60,esa_worldcover_v200,
NSR-GRID-312,0.0,0.0,0.05052373713306263,0.9494762628669392,0.0,60,esa_worldcover_v200,
NSR-GRID-313,0.0,0.0027722463711657517,0.005544492742331503,0.9916832608865027,0.0,60,esa_worldcover_v200,
NSR-GRID-314,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-315,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-316,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-317,0.0,0.0053573820259833075,0.24032322871556788,0.7543193892584498,0.0,59,esa_worldcover_v200,
NSR-GRID-318,0.0,0.0028691176056932287,0.1620601389553036,0.8350707434390027,0.0,60,esa_worldcover_v200,
NSR-GRID-319,0.0,0.011306200384784009,0.324207696404697,0.6501653991499974,0.0,60,esa_worldcover_v200,
NSR-GRID-320,0.0,0.0001884064797336223,0.7891948883872768,0.2106167051329896,0.0,50,esa_worldcover_v200,
NSR-GRID-321,0.0,0.0,0.8778999199272464,0.12210008007275393,0.0,50,esa_worldcover_v200,
NSR-GRID-322,0.0036956655640056684,0.0050815401505077944,0.5554132442508855,0.42241276236508096,0.0,50,esa_worldcover_v200,
NSR-GRID-323,0.0,0.01751455621216019,0.28548473001713787,0.6970007137707022,0.0,60,esa_worldcover_v200,
NSR-GRID-324,0.0,0.09726303356171592,0.5492320624350088,0.3535049040032754,0.0,49,esa_worldcover_v200,
NSR-GRID-325,0.0,0.0,0.4698821372541207,0.5301178627458797,0.0,60,esa_worldcover_v200,
NSR-GRID-326,0.0,0.0,0.14707661984282533,0.8529233801571744,0.0,60,esa_worldcover_v200,
NSR-GRID-327,0.0,0.0,0.007664882843778424,0.9923351171562216,0.0,60,esa_worldcover_v200,
NSR-GRID-328,0.0,0.0,0.0015742810662357479,0.9984257189337644,0.0,60,esa_worldcover_v200,
NSR-GRID-329,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-330,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-331,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-332,0.0,0.0018594727698976233,0.2423807997841156,0.7557597274459864,0.0,60,esa_worldcover_v200,
NSR-GRID-333,0.0,0.0,0.11081483892202955,0.8891851610779704,0.0,60,esa_worldcover_v200,
NSR-GRID-334,0.0,0.0004619983694175179,0.5015726062143282,0.4979653954162491,0.0,50,esa_worldcover_v200,
NSR-GRID-335,0.0,0.005081982063592697,0.5319594166138215,0.462958601322581,0.0,50,esa_worldcover_v200,
NSR-GRID-336,0.0,0.0,0.7581139595977853,0.2418860404022092,0.0,50,esa_worldcover_v200,
NSR-GRID-337,0.0,0.0,0.24900987408279562,0.7509901259171985,0.0,60,esa_worldcover_v200,
NSR-GRID-338,0.0,0.04473231270948438,0.012671437630220078,0.9421342512908729,0.0,60,esa_worldcover_v200,
NSR-GRID-339,0.0,0.05787480750067918,0.23156264154361703,0.710562550955699,0.0,60,esa_worldcover_v200,
NSR-GRID-340,0.0,0.056559470966572836,0.43026179907600115,0.5131787299574208,0.0,60,esa_worldcover_v200,
NSR-GRID-341,0.0,0.13622067216233305,0.7902454932511968,0.07029984600054325,0.0,50,esa_worldcover_v200,
NSR-GRID-342,0.0,0.0630981067125643,0.5566717999818798,0.37745810308904576,0.0,50,esa_worldcover_v200,
NSR-GRID-343,0.0,0.04289518978168295,0.40666183531116684,0.5320518162877048,0.0004619983694175179,60,esa_worldcover_v200,
NSR-GRID-344,0.0,0.0,0.163406105625509,0.8365938943744865,0.0,60,esa_worldcover_v200,
NSR-GRID-345,0.0,0.0,0.0016450765467886518,0.998354923453211,0.0,60,esa_worldcover_v200,
NSR-GRID-346,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-347,0.0,0.0,0.007084909579934835,0.9929150904200653,0.0,60,esa_worldcover_v200,
NSR-GRID-348,0.0,0.0015678692006371668,0.4977158199505096,0.500716310848853,0.0,60,esa_worldcover_v200,
NSR-GRID-349,0.0,0.003595140438651666,0.4005038390831477,0.5959010204782044,0.0,59,esa_worldcover_v200,
NSR-GRID-350,0.0,0.0,0.48796191290548124,0.5120380870945189,0.0,60,esa_worldcover_v200,
NSR-GRID-351,0.0,0.0,0.1547487490896709,0.8452512509103293,0.0,60,esa_worldcover_v200,
NSR-GRID-352,0.0,0.0,0.5203189141989651,0.4796810858010345,0.0,50,esa_worldcover_v200,
NSR-GRID-353,0.0,0.0,0.30084529291772877,0.6991547070822717,0.0,60,esa_worldcover_v200,
NSR-GRID-354,0.0,0.0,0.14617987746332448,0.8538201225366755,0.0,60,esa_worldcover_v200,
NSR-GRID-355,0.03510882285805391,0.043174069471266306,0.24087224953713657,0.6808448581335432,0.0,60,esa_worldcover_v200,
NSR-GRID-356,0.0,0.18360573770194874,0.2583052837147967,0.5571650621922531,0.0,60,esa_worldcover_v200,
NSR-GRID-357,0.004157623759506384,0.029829818223979152,0.22400262319791087,0.7276892307580836,0.0,60,esa_worldcover_v200,
NSR-GRID-358,0.0,0.00910691705404732,0.7698578618038467,0.22094645270453947,0.0,50,esa_worldcover_v200,
NSR-GRID-359,0.0,0.004157623759506384,0.872093739470071,0.12374863677042346,0.0,50,esa_worldcover_v200,
NSR-GRID-360,0.0,0.014697517019989234,0.30117681585802913,0.6841256671219816,0.0,60,esa_worldcover_v200,
NSR-GRID-361,0.0,0.0,0.2128594668821268,0.787140533117873,0.0,60,esa_worldcover_v200,
NSR-GRID-362,0.0,0.004746020123125327,0.223096845930627,0.7721571339462479,0.0,60,esa_worldcover_v200,
NSR-GRID-363,0.0,0.014590966570474415,0.39747289447364154,0.5879361389558875,0.0,59,esa_worldcover_v200,
NSR-GRID-364,0.0,0.019286331466953084,0.7501689161650497,0.23054475236799568,0.0,50,esa_worldcover_v200,
NSR-GRID-365,0.0,0.05055529491041547,0.21267133895723003,0.7349257040588797,0.0,59,esa_worldcover_v200,
NSR-GRID-366,0.0,0.0,0.05158600051806987,0.9484139994819304,0.0,59,esa_worldcover_v200,
NSR-GRID-367,0.0,0.006928732775532595,0.19505333765662075,0.7980179295678468,0.0,59,esa_worldcover_v200,
NSR-GRID-368,0.0,0.0,0.018203094290543016,0.9817969057094571,0.0,60,esa_worldcover_v200,
NSR-GRID-369,0.0,0.0,0.057920583136641765,0.9420794168633585,0.0,59,esa_worldcover_v200,
NSR-GRID-370,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-371,0.0,0.005948747303228507,0.05696958059882356,0.9370816720979482,0.0,60,esa_worldcover_v200,
NSR-GRID-372,0.0,0.01358393910685462,0.2887950163844147,0.6971591289903623,0.00046191551836883963,59,esa_worldcover_v200,
NSR-GRID-373,0.0,0.04586368239051236,0.4196276055205239,0.523987906870587,0.009700225885745633,59,esa_worldcover_v200,
NSR-GRID-374,0.0,0.027118969511764297,0.07305510923849137,0.8881747815864173,0.0,59,esa_worldcover_v200,
NSR-GRID-375,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-376,0.0,0.04765873988722725,0.11721010051483198,0.8351311595979407,0.0,60,esa_worldcover_v200,
NSR-GRID-377,0.0,0.07280901619334361,0.4174261534705831,0.5097648303360726,0.0,60,esa_worldcover_v200,
NSR-GRID-378,0.0,0.0,0.10122115901203729,0.8987788409879626,0.0,60,esa_worldcover_v200,
NSR-GRID-379,0.0,0.02112642698119464,0.5512134274390919,0.4276601455797138,0.0,50,esa_worldcover_v200,
NSR-GRID-380,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-381,0.0,0.0,0.03186216178510173,0.9681378382148982,0.0,60,esa_worldcover_v200,
NSR-GRID-382,0.0,0.0,0.05728340767241856,0.9427165923275814,0.0,59,esa_worldcover_v200,
NSR-GRID-383,0.0,0.0,0.031302230690381946,0.9686977693096183,0.0,59,esa_worldcover_v200,
NSR-GRID-384,0.0,0.005077134432745642,0.029774995158169632,0.962840082030565,0.0,60,esa_worldcover_v200,
NSR-GRID-385,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-386,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-387,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-388,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-389,0.0,0.0,0.0004619155183688423,0.9995380844816312,0.0,60,esa_worldcover_v200,
NSR-GRID-390,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-391,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-392,0.0,0.034180279061614686,0.161322668536357,0.8044970524020278,0.0,60,esa_worldcover_v200,
NSR-GRID-393,0.0,0.0005470033454145,0.06337993729385491,0.9360730593607307,0.0,60,esa_worldcover_v200,
NSR-GRID-394,0.0032331157998837165,0.025864926399069732,0.04507524918538161,0.7661397684111005,0.14437809161038148,60,esa_worldcover_v200,
NSR-GRID-395,0.0,0.039721136969999946,0.05616021764212578,0.8915267008272064,0.00018837201299042383,59,esa_worldcover_v200,
NSR-GRID-396,0.0,0.021161059882376168,0.07039317223903684,0.9084457678785869,0.0,60,esa_worldcover_v200,
NSR-GRID-397,0.0,0.021246189542092994,0.11259393695695881,0.8661598735009484,0.0,60,esa_worldcover_v200,
NSR-GRID-398,0.0,0.0,0.0665064070883233,0.9334935929116767,0.0,60,esa_worldcover_v200,
NSR-GRID-399,0.0,0.006751017778168291,0.1657880092551914,0.8274609729666402,0.0,60,esa_worldcover_v200,
NSR-GRID-400,0.0004844381372498711,0.03364660332875478,0.07378087818185586,0.8906347659403859,0.0,59,esa_worldcover_v200,
NSR-GRID-401,0.0,0.0,0.0,0.9995380844816312,0.0,60,esa_worldcover_v200,
NSR-GRID-402,0.0,0.005081070702057224,0.0,0.9792138016734022,0.015705127624540512,60,esa_worldcover_v200,
NSR-GRID-403,0.0,0.027338152953813772,0.0,0.9726618470461863,0.0,60,esa_worldcover_v200,
NSR-GRID-404,0.0046191551836883855,0.1043784156841146,0.0,0.8161721151564404,0.059587101869580175,60,esa_worldcover_v200,
NSR-GRID-405,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-406,0.0,0.009298789851956512,0.09668130720560236,0.8940199029424414,0.0,60,esa_worldcover_v200,
NSR-GRID-407,0.0,0.011835029287699158,0.05677615401531354,0.9313888166969871,0.0,59,esa_worldcover_v200,
NSR-GRID-408,0.0,0.000923745698243072,0.0,0.999076254301757,0.0,60,esa_worldcover_v200,
NSR-GRID-409,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-410,0.0,0.0,0.005884803477630863,0.9941151965223692,0.0,60,esa_worldcover_v200,
NSR-GRID-411,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-412,0.0,0.0,0.7387717690192483,0.2612282309807516,0.0,50,esa_worldcover_v200,
NSR-GRID-413,0.0,0.0023238245980071234,0.07634807007446313,0.9213281053275295,0.0,60,esa_worldcover_v200,
NSR-GRID-414,0.002040157772201047,0.029922313992282023,0.15719615650276925,0.8033607932346762,0.0,59,esa_worldcover_v200,
NSR-GRID-415,0.0,0.0,0.0,1.0,0.0,60,esa_worldcover_v200,
NSR-GRID-416,0.05565266095622532,0.09751528202949215,0.0004982955587959789,0.8074261489285681,0.0,59,esa_worldcover_v200,
