zone_code,built_surface_mean,built_surface_sum,built_surface_max,built_surface_nres_mean,built_surface_nres_sum,builtup_source,builtup_warning
NSR-GRID-252,4444.553586150041,84568.52549019607,5682.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-253,4192.612863327148,79758.29411764705,5803.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-254,3923.76350515464,74628.4431372549,5816.0,1119.3509278350518,21289.615686274512,ghsl_p2023a_2020,
NSR-GRID-255,2784.407957122243,52969.26666666666,5495.0,80.56565656565655,1532.6431372549018,ghsl_p2023a_2020,
NSR-GRID-256,1649.813646670789,31385.278431372546,3907.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-257,1501.0647022460332,28567.321568627453,4700.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-258,1630.8674500103075,31024.85490196079,4838.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-259,3382.262930146301,64369.10588235294,4729.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-260,3899.193568336426,74176.42352941177,4958.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-261,2107.3715463917524,40081.38039215686,5671.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-262,253.10838656501133,4817.0,1349.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-263,764.5948062654577,14548.290196078431,3975.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-264,1510.5546391752582,28730.156862745105,6040.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-265,3914.82608695652,74504.51372549018,5994.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-266,3457.7086338347412,65804.94117647059,5994.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-267,4653.210526315791,5200.64705882353,5524.0,864.7368421052633,966.4705882352941,ghsl_p2023a_2020,
NSR-GRID-268,2006.5704225352115,1117.3843137254903,2614.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-269,4988.153259361998,84622.55294117647,8682.0,2961.3541377716133,50238.50196078431,ghsl_p2023a_2020,
NSR-GRID-270,2241.31275282095,41284.10196078433,6025.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-271,4239.8405336721735,78511.8705882353,5579.0,808.7030919102074,14975.278431372544,ghsl_p2023a_2020,
NSR-GRID-272,4573.1858444585705,84630.83921568627,7100.0,938.0928162746342,17360.235294117647,ghsl_p2023a_2020,
NSR-GRID-273,3517.16776106757,65115.87843137255,6486.0,1311.643295911883,24283.403921568628,ghsl_p2023a_2020,
NSR-GRID-274,3894.695274422548,72074.77254901962,6615.0,1594.2839584657768,29503.631372549018,ghsl_p2023a_2020,
NSR-GRID-275,2897.1852087306625,53614.96862745097,5410.0,0.5083704174613265,9.407843137254902,ghsl_p2023a_2020,
NSR-GRID-276,1644.304596483796,30442.20392156863,4260.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-277,345.1527218809574,6390.062745098039,2882.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-278,1880.6457627118646,34810.38431372549,4685.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-279,1933.5431052743065,35797.086274509806,4252.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-280,551.7771186440675,10213.286274509805,4252.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-281,9.830544376191485,182.0,92.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-282,544.1805084745762,10072.674509803921,2810.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-283,1443.2267429540152,26708.18431372549,3400.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-284,1240.6613689340961,22959.533333333333,5051.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-285,4076.847826086958,13237.764705882353,5376.0,1611.8731884057977,5233.84705882353,ghsl_p2023a_2020,
NSR-GRID-286,646.1406505967703,10827.290196078431,3002.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-287,5187.409658970557,96038.27843137256,7502.0,3406.9233213302264,63074.8431372549,ghsl_p2023a_2020,
NSR-GRID-288,4584.157136806438,84887.80392156863,7502.0,3406.383100381194,63078.2,ghsl_p2023a_2020,
NSR-GRID-289,3554.819241364696,65785.06666666667,6486.0,791.1873278236916,14641.619607843139,ghsl_p2023a_2020,
NSR-GRID-290,2814.9209913154,52114.67450980393,4995.0,24.23893242957001,448.7529411764706,ghsl_p2023a_2020,
NSR-GRID-291,1156.1347172209278,21404.360784313725,3461.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-292,1267.8664971392247,23462.98823529412,5972.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-293,3216.7808857808864,59529.36862745098,6678.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-294,2350.215844100826,43511.25098039216,6269.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-295,17.788135593220336,329.2549019607843,2892.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-296,4.944915254237288,91.52941176470588,50.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-297,18.544049131723842,343.3921568627451,146.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-298,45.68523617877569,845.8039215686276,743.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-299,36.84343220338984,681.9647058823531,1064.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-300,2936.634752539442,53285.52549019608,5839.0,1310.3213745407386,23775.909803921564,ghsl_p2023a_2020,
NSR-GRID-301,3883.0,228.41176470588235,3883.0,141.0,8.294117647058824,ghsl_p2023a_2020,
NSR-GRID-302,1512.9081358962894,26544.121568627448,3883.0,15.363433169423335,269.5529411764706,ghsl_p2023a_2020,
NSR-GRID-303,270.6985294117647,4042.431372549019,1511.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-304,2429.2183055040205,46212.30588235295,8511.0,1640.3428159142445,31205.10980392157,ghsl_p2023a_2020,
NSR-GRID-305,3831.8934679579643,72926.19215686274,8511.0,1882.0475994230376,35817.94901960785,ghsl_p2023a_2020,
NSR-GRID-306,4161.529060181369,79183.29019607844,5377.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-307,2240.2664880461657,42626.56078431372,3924.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-308,926.4774366371315,17632.13725490196,2939.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-309,182.24010717230001,3467.5647058823524,2128.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-310,177.70760354419946,3382.0196078431377,1037.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-311,241.2104720676148,4588.674509803921,1751.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-312,490.7259793814434,9333.415686274511,2633.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-313,384.6201566364387,7318.341176470589,2407.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-314,3.264372553059963,62.12549019607843,44.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-315,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-316,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-317,1732.014728444308,22135.827450980392,5305.0,26.795949677815276,342.4627450980392,ghsl_p2023a_2020,
NSR-GRID-318,501.9714003944773,5988.2235294117645,2244.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-319,270.1629237288136,5000.6627450980395,3142.0,0.4076271186440678,7.545098039215686,ghsl_p2023a_2020,
NSR-GRID-320,3551.406952098347,65707.99215686275,5753.0,10.787621873675286,199.5921568627451,ghsl_p2023a_2020,
NSR-GRID-321,3693.339546706208,68377.47450980393,6495.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-322,1370.4163135593224,25366.13725490196,3646.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-323,1142.2644067796612,21143.090196078432,3230.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-324,1288.129872881356,23843.03137254902,3876.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-325,540.2418979029867,10001.890196078431,3876.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-326,103.93750000000001,1923.8627450980393,2134.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-327,422.16461864406784,7814.18431372549,4138.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-328,503.81059322033906,9325.435294117648,4138.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-329,0.29237288135593226,5.411764705882353,408.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-330,0.05509641873278237,1.0196078431372548,13.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-331,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-332,1330.8183565593467,10860.521568627453,3248.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-333,46.93768421052632,437.1647058823529,512.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-334,1327.8938800741807,25271.643137254905,4359.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-335,1192.8685349268494,22701.92549019608,4359.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-336,3263.393570987017,62106.8588235294,6495.0,37.58705955079332,715.3333333333334,ghsl_p2023a_2020,
NSR-GRID-337,1240.7304759942301,23612.803921568626,4532.0,324.92664331341433,6183.8,ghsl_p2023a_2020,
NSR-GRID-338,592.8773701566364,11280.945098039216,3648.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-339,930.0867504636306,17700.82745098039,3776.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-340,583.1533388293487,11095.921568627451,3369.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-341,2180.205809641532,41500.85882352941,4243.0,154.08220024721876,2933.0,ghsl_p2023a_2020,
NSR-GRID-342,1070.0778899649702,20365.05098039216,3888.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-343,474.1240725474031,9021.372549019608,2698.0,1.4171475680131902,26.96470588235294,ghsl_p2023a_2020,
NSR-GRID-344,449.5983927467544,8556.47450980392,3135.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-345,85.51525144270401,1627.1372549019607,1065.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-346,1.3389690721649483,25.46666666666667,34.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-347,473.26385224274395,703.3999999999999,828.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-348,807.6074161271334,5380.882352941176,2009.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-349,1331.197522816167,24024.199999999997,4738.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-350,1374.7461359305528,25462.454901960784,5352.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-351,518.4916402116404,9607.345098039217,4532.0,13.881058201058204,257.20784313725494,ghsl_p2023a_2020,
NSR-GRID-352,1487.3472369256826,27548.003921568623,4711.0,560.4365869150964,10380.164705882353,ghsl_p2023a_2020,
NSR-GRID-353,2202.6179085520744,40804.57647058823,5396.0,640.7186706181203,11869.627450980392,ghsl_p2023a_2020,
NSR-GRID-354,1462.0635324015252,27073.976470588237,4479.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-355,169.99026248941578,3149.152941176471,3156.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-356,395.3365812327897,7319.152941176469,1988.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-357,496.5293245818338,9196.501960784315,3011.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-358,2231.0099491955975,41330.55294117647,4847.0,188.1210838272651,3485.035294117647,ghsl_p2023a_2020,
NSR-GRID-359,3382.8340038111373,62655.39215686275,7253.0,260.6042769426212,4826.799999999999,ghsl_p2023a_2020,
NSR-GRID-360,313.9443268416597,5815.972549019608,3968.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-361,227.4749100148212,4213.192156862746,1347.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-362,453.0640316205534,2247.552941176471,1232.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-363,1788.9072345390898,24048.525490196076,5098.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-364,3125.1931794111415,57858.96862745098,5356.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-365,1371.7904661016946,25391.572549019606,3890.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-366,61.8595041322314,1144.764705882353,1780.0,0.2776011866920957,5.137254901960784,ghsl_p2023a_2020,
NSR-GRID-367,824.7522236340532,15272.470588235294,3845.0,10.320203303684876,191.10588235294117,ghsl_p2023a_2020,
NSR-GRID-368,353.64146548072847,6548.607843137255,2739.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-369,15.672453948761381,290.27843137254905,312.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-370,36.98262711864406,684.5411764705882,569.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-371,48.557390936044044,899.1686274509804,569.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-372,679.389194915254,12575.360784313723,3702.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-373,899.3983894892984,16644.160784313724,4551.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-374,135.90591226954865,2515.0588235294117,1377.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-375,0.27636594663278263,5.117647058823529,87.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-376,1308.7562814070352,2042.6862745098038,3571.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-377,1313.3030303030303,2549.3529411764707,2703.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-378,0.505971769815418,3.654901960784314,18.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-379,817.8877005347593,1799.3529411764707,1334.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-380,3.6543072205185383,51.403921568627446,301.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-381,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-382,0.004668741662961316,0.08235294117647059,3.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-383,382.4624238320921,6645.84705882353,1702.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-384,47.549917491749184,904.0078431372548,1334.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-385,0.04265402843601897,0.8117647058823529,23.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-386,0.2822414503502267,5.372549019607843,23.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-387,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-388,25.85366859027206,491.9294117647059,512.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-389,515.853668590272,9815.38039215686,3954.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-390,2.385852090032155,2.9098039215686278,7.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-391,12.937317784256559,69.6078431372549,141.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-392,28.581032412965197,373.4588235294118,1197.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-393,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-394,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-395,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-396,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-397,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-398,0.004160887656033287,0.03529411764705882,3.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-399,145.77722772277227,346.435294117647,773.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-400,4.663783783783784,84.58823529411765,135.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-401,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-402,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-403,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-404,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-405,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-406,272.1961678832117,1169.9098039215685,1554.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-407,221.85050609914353,3352.117647058824,2350.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-408,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-409,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-410,7.772130453197799,143.921568627451,856.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-411,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-412,633.0,27.305882352941175,633.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-413,649.7540716612377,3129.011764705882,1664.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-414,350.2836185819071,4494.619607843137,1645.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-415,0.0,0.0,0.0,0.0,0.0,ghsl_p2023a_2020,
NSR-GRID-416,2.4789076376554187,43.7843137254902,191.0,0.0,0.0,ghsl_p2023a_2020,
